6.68E-01,-3.38E-02,1.82E+00
1.16E+00,-7.62E-02,2.43E+00
1.62E+00,-1.27E-01,2.82E+00
2.03E+00,-1.86E-01,3.09E+00
2.47E+00,-2.60E-01,3.31E+00
2.91E+00,-3.50E-01,3.50E+00
3.39E+00,-4.72E-01,3.67E+00
3.89E+00,-6.28E-01,3.82E+00
4.37E+00,-8.02E-01,3.95E+00
4.88E+00,-1.03E+00,4.06E+00
5.35E+00,-1.27E+00,4.16E+00
5.82E+00,-1.54E+00,4.24E+00
6.28E+00,-1.85E+00,4.31E+00
6.63E+00,-2.12E+00,4.36E+00
7.09E+00,-2.52E+00,4.42E+00
7.49E+00,-2.92E+00,4.33E+00
7.81E+00,-3.33E+00,4.37E+00
8.12E+00,-3.81E+00,4.42E+00
8.33E+00,-4.20E+00,4.46E+00
8.56E+00,-4.73E+00,4.51E+00
8.69E+00,-5.12E+00,4.54E+00
8.80E+00,-5.51E+00,4.57E+00
8.89E+00,-5.91E+00,4.59E+00
8.96E+00,-6.36E+00,4.61E+00
9.01E+00,-6.78E+00,4.63E+00
9.03E+00,-7.38E+00,4.65E+00
9.01E+00,-7.80E+00,4.66E+00
8.93E+00,-8.40E+00,4.68E+00
8.79E+00,-8.99E+00,4.70E+00
8.66E+00,-9.39E+00,4.71E+00
8.50E+00,-9.78E+00,4.72E+00
8.32E+00,-1.01E+01,4.34E+00
8.10E+00,-1.05E+01,4.13E+00
7.83E+00,-1.10E+01,4.22E+00
7.61E+00,-1.13E+01,4.28E+00
7.31E+00,-1.18E+01,4.34E+00
7.10E+00,-1.22E+01,4.39E+00
6.84E+00,-1.27E+01,4.45E+00
6.68E+00,-1.31E+01,4.49E+00
6.53E+00,-1.35E+01,4.52E+00
6.40E+00,-1.38E+01,4.55E+00
6.28E+00,-1.42E+01,4.58E+00
6.19E+00,-1.46E+01,4.60E+00
6.11E+00,-1.50E+01,4.63E+00
6.04E+00,-1.55E+01,4.65E+00
6.00E+00,-1.59E+01,4.67E+00
5.98E+00,-1.63E+01,4.69E+00
5.97E+00,-1.68E+01,4.71E+00
6.00E+00,-1.74E+01,4.73E+00
6.03E+00,-1.78E+01,4.75E+00
6.08E+00,-1.83E+01,4.76E+00
6.14E+00,-1.87E+01,4.78E+00
6.24E+00,-1.94E+01,4.80E+00
6.32E+00,-1.98E+01,4.55E+00
6.40E+00,-2.02E+01,4.45E+00
6.46E+00,-2.06E+01,4.48E+00
6.52E+00,-2.10E+01,4.51E+00
6.58E+00,-2.16E+01,4.16E+00
6.56E+00,-2.22E+01,3.96E+00
6.46E+00,-2.27E+01,3.89E+00
6.22E+00,-2.32E+01,3.69E+00
5.89E+00,-2.35E+01,3.63E+00
5.46E+00,-2.38E+01,3.29E+00
5.07E+00,-2.37E+01,2.95E+00
4.73E+00,-2.34E+01,2.69E+00
4.43E+00,-2.25E+01,2.55E+00
4.16E+00,-2.21E+01,2.48E+00
3.76E+00,-2.18E+01,2.51E+00
3.38E+00,-2.16E+01,2.82E+00
3.08E+00,-2.13E+01,3.03E+00
2.81E+00,-2.09E+01,3.22E+00
2.58E+00,-2.05E+01,3.39E+00
2.41E+00,-2.01E+01,3.55E+00
2.28E+00,-1.96E+01,3.70E+00
2.17E+00,-1.91E+01,3.85E+00
2.10E+00,-1.87E+01,3.96E+00
2.02E+00,-1.81E+01,4.07E+00
1.97E+00,-1.77E+01,4.15E+00
1.91E+00,-1.72E+01,4.24E+00
1.84E+00,-1.66E+01,4.33E+00
1.77E+00,-1.60E+01,4.41E+00
1.71E+00,-1.56E+01,4.31E+00
1.61E+00,-1.51E+01,4.24E+00
1.48E+00,-1.45E+01,4.30E+00
1.28E+00,-1.39E+01,4.35E+00
1.04E+00,-1.34E+01,4.27E+00
7.03E-01,-1.29E+01,4.33E+00
4.23E-01,-1.26E+01,4.37E+00
1.25E-01,-1.23E+01,4.16E+00
-2.57E-01,-1.20E+01,3.85E+00
-6.42E-01,-1.16E+01,3.82E+00
-9.78E-01,-1.12E+01,3.92E+00
-1.29E+00,-1.08E+01,4.02E+00
-1.53E+00,-1.03E+01,4.10E+00
-1.68E+00,-9.93E+00,4.17E+00
-1.82E+00,-9.40E+00,4.24E+00
-1.88E+00,-8.98E+00,4.29E+00
-1.90E+00,-8.38E+00,4.34E+00
-1.86E+00,-7.96E+00,4.23E+00
-1.72E+00,-7.44E+00,4.15E+00
-1.49E+00,-6.96E+00,4.08E+00
-1.16E+00,-6.52E+00,3.78E+00
-8.73E-01,-6.16E+00,3.33E+00
-6.32E-01,-5.75E+00,3.46E+00
-4.87E-01,-5.32E+00,3.55E+00
-4.87E-01,-4.89E+00,3.09E+00
-7.63E-01,-4.46E+00,3.00E+00
-1.13E+00,-4.27E+00,2.85E+00
-1.58E+00,-4.34E+00,2.57E+00
-1.93E+00,-4.66E+00,2.51E+00
-2.19E+00,-5.03E+00,2.45E+00
-2.57E+00,-5.30E+00,2.64E+00
-2.96E+00,-5.39E+00,2.67E+00
-3.43E+00,-5.37E+00,2.70E+00
-3.97E+00,-5.28E+00,3.01E+00
-4.37E+00,-5.15E+00,3.03E+00
