1.700000000000000122e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.700000000000000122e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.700000000000000122e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.730226652652654407e-01 -2.796191176588739842e-05 2.062805912514217299e-01
1.869499236370393280e-01 -1.039864945620147876e-03 3.861194971592244451e-01
2.044295237612046845e-01 -3.781047305109990278e-03 5.234896869351221005e-01
2.096446661002865364e-01 -4.688924037073304192e-03 5.572207563941669051e-01
2.096446661002865364e-01 -4.688924037073304192e-03 5.572207563941669051e-01
2.330848754972898451e-01 -1.112102386958930753e-02 6.654908443779772309e-01
2.603053279817041377e-01 -2.150332661750441882e-02 7.736460527717766711e-01
2.739053349241704072e-01 -2.703696899311688884e-02 6.762532757623326285e-01
2.739053349241704072e-01 -2.703696899311688884e-02 6.762532757623326285e-01
2.803938683647840824e-01 -2.958630158559956425e-02 6.921530432270051048e-01
3.013360886455067056e-01 -3.747007078496175647e-02 7.665268605231011501e-01
3.398419148426539138e-01 -5.137314166309307761e-02 7.651674989728982634e-01
3.710872264225970052e-01 -6.154565107473940200e-02 8.845683840028293332e-01
4.169266195473453340e-01 -7.428156109686179231e-02 1.038354112207495739e+00
4.588604065279038857e-01 -8.533930825657087826e-02 1.153075166693402931e+00
4.816739299505932159e-01 -9.069488605565559358e-02 1.216163660968591964e+00
5.310732353918696802e-01 -1.020717431373599077e-01 1.350631022359467526e+00
5.442390477350935729e-01 -1.051181198932935323e-01 1.384291771414076555e+00
5.442390477350935729e-01 -1.051181198932935323e-01 1.384291771414076555e+00
5.442390477350935729e-01 -1.051181198932935323e-01 1.384291771414076555e+00
5.442390477350935729e-01 -1.051181198932935323e-01 1.384291771414076555e+00
5.995379105888223314e-01 -1.182517424317793553e-01 1.490708027449989093e+00
6.592875986411645961e-01 -1.317662152319233893e-01 1.601002523637515385e+00
7.235872916325258863e-01 -1.460751114802346928e-01 1.719487167425407081e+00
7.575031548309562046e-01 -1.534095138682083359e-01 1.774882214573086925e+00
8.285639355356644309e-01 -1.688016496766949204e-01 1.889348803310203495e+00
9.234465026434646173e-01 -1.906627555476209379e-01 2.032901816062355316e+00
1.024900109054918351e+00 -2.140859341276752370e-01 2.161208495192792789e+00
1.088841214473287078e+00 -2.289438445113928799e-01 2.241341274111085191e+00
1.200671150430357548e+00 -2.536951067674013682e-01 2.357258049610539530e+00
1.294038236929266672e+00 -2.745621500542216875e-01 2.444276726711203107e+00
1.366195875869741450e+00 -2.911754478276407099e-01 2.506173812236743181e+00
1.490337225641599872e+00 -3.204174666222725509e-01 2.616399431108475948e+00
1.593165099199659984e+00 -3.457728252745368436e-01 2.701002158171132983e+00
1.726138906767101577e+00 -3.788877006580141371e-01 2.801026953895256355e+00
1.726138906767101577e+00 -3.788877006580141371e-01 2.801026953895256355e+00
1.726138906767101577e+00 -3.788877006580141371e-01 2.801026953895256355e+00
1.835677809589752130e+00 -4.070374519046969231e-01 2.874983330738253073e+00
1.976695215651816051e+00 -4.436345285174280728e-01 2.963593425258632230e+00
2.092042733676394484e+00 -4.747365123926330366e-01 3.027973928207980503e+00
2.238993536461155287e+00 -5.175993587656604333e-01 3.105974484626260246e+00
2.388459213412577942e+00 -5.648929034853156228e-01 3.178672936885385436e+00
2.507696219940696469e+00 -6.029399129170367466e-01 3.099397067293665042e+00
2.537223198293789395e+00 -6.123439685247766828e-01 3.117446148264886752e+00
2.537223198293789395e+00 -6.123439685247766828e-01 3.117446148264886752e+00
2.626614474560926116e+00 -6.411072752676959530e-01 3.163598211116906977e+00
2.809374180186797965e+00 -7.005879161025461155e-01 3.112599722489418408e+00
2.898456552871014225e+00 -7.302735173767902488e-01 3.164668492270061861e+00
3.047915374350919748e+00 -7.819762662946885268e-01 3.093049623916215296e+00
3.192423813872460769e+00 -8.376932639726137886e-01 3.030029105691752989e+00
3.334728061161133184e+00 -8.934177559474287822e-01 3.104462235762448952e+00
3.334728061161133184e+00 -8.934177559474287822e-01 3.104462235762448952e+00
3.334728061161133184e+00 -8.934177559474287822e-01 3.104462235762448952e+00
3.451989499102741554e+00 -9.374120431516947960e-01 3.174837977427089619e+00
3.595729626891380981e+00 -9.935755320296059123e-01 3.104148627320178377e+00
3.711584649441499018e+00 -1.040255685675016473e+00 3.162686069157019553e+00
3.858147028626080388e+00 -1.102362485701109396e+00 3.224771143071554214e+00
3.977004524951230913e+00 -1.154821966082850926e+00 3.282021022865211801e+00
4.097452614146735783e+00 -1.209198752062949245e+00 3.339531620422402369e+00
4.250074810589220320e+00 -1.280352717207340341e+00 3.409699990085198085e+00
4.373518185990762142e+00 -1.340114741948355004e+00 3.460787104853485285e+00
4.404553256982752352e+00 -1.355414396754604622e+00 3.474509223435303440e+00
4.404553256982752352e+00 -1.355414396754604622e+00 3.474509223435303440e+00
4.498310408423879636e+00 -1.401814619085221425e+00 3.513999731076328903e+00
4.561222018399089251e+00 -1.433407280125509109e+00 3.541252929982647402e+00
4.719614720656099216e+00 -1.515090996310028082e+00 3.600075601521640412e+00
4.847055229452490011e+00 -1.583555548840324345e+00 3.647232056011681767e+00
4.943058761476015306e+00 -1.636667871834951882e+00 3.679871363615420776e+00
5.136537524125904142e+00 -1.746417589159690475e+00 3.747952734860338087e+00
5.233583498374905218e+00 -1.803526288742798522e+00 3.774103891184499293e+00
5.363162713684420879e+00 -1.882055461972380384e+00 3.815475397422214865e+00
5.493267814767837542e+00 -1.962913202601106466e+00 3.856151145594946872e+00
5.655873754607902981e+00 -2.067949187296945102e+00 3.900227442265357780e+00
5.786459429439244850e+00 -2.154251556099653353e+00 3.933995064496278893e+00
5.916361016380388804e+00 -2.241435748492755398e+00 3.829769777356590854e+00
6.073533334914718473e+00 -2.352231749274964479e+00 3.873463431196967122e+00
6.198953432128713636e+00 -2.443900827898692896e+00 3.904795683115123150e+00
6.230228696864293703e+00 -2.467251974997693331e+00 3.913848650874776069e+00
6.261381329642760285e+00 -2.490914582906804675e+00 3.923968532237160467e+00
6.292504102182778780e+00 -2.514781417703021216e+00 3.932861776322436054e+00
6.292504102182778780e+00 -2.514781417703021216e+00 3.932861776322436054e+00
6.448519331979202462e+00 -2.635636942481045519e+00 3.972844081572873609e+00
6.573128614480618026e+00 -2.734838002281319902e+00 4.003976335194576741e+00
6.663414860722551403e+00 -2.810021378464711006e+00 3.889834634448294803e+00
6.840323560793383884e+00 -2.964009050965219050e+00 3.942610845300870803e+00
6.957754386311151507e+00 -3.069684152746614103e+00 3.964698718157027013e+00
7.045213658728675554e+00 -3.150449076795159176e+00 3.978299732671581879e+00
7.158734035733544054e+00 -3.262454080069060236e+00 4.003392437870437526e+00
7.295926189581978250e+00 -3.406990896911072042e+00 3.901912538708300904e+00
7.398177998261283861e+00 -3.523307193979331231e+00 3.794493263248742476e+00
7.515646512302780913e+00 -3.669125027195941691e+00 3.698637785479873319e+00
7.603213904379128252e+00 -3.788311705335261514e+00 3.729941193807535083e+00
7.685472652743073674e+00 -3.912624254067411655e+00 3.759409620509085670e+00
7.780222781883658456e+00 -4.074781643178688739e+00 3.794277172329374448e+00
7.849502022937898893e+00 -4.209373011259284425e+00 3.820874592458296970e+00
7.928243481666470416e+00 -4.383338491055778441e+00 3.855783927052596205e+00
7.984435902295698995e+00 -4.526681112384868477e+00 3.882105524187117407e+00
8.035795397010094376e+00 -4.673013886256142335e+00 3.907356491130395515e+00
8.089169954691382003e+00 -4.855078128786145975e+00 3.812085005935557547e+00
8.126035581928983120e+00 -5.002965444732825340e+00 3.848829440804538482e+00
8.165752872305370502e+00 -5.191477567278663940e+00 3.887482934821731018e+00
8.190858546183473976e+00 -5.344803361444403933e+00 3.906875670711045689e+00
8.208809208594006535e+00 -5.499908656010981112e+00 3.928317830313091896e+00
8.220298223427686679e+00 -5.691860558792879665e+00 3.829048756849498414e+00
8.220683495252748330e+00 -5.837785109472861222e+00 3.588823615769689113e+00
8.214721105153646619e+00 -6.007181914204748452e+00 3.214033595512903130e+00
8.211334345428147330e+00 -6.131609165966901642e+00 2.966478154154552183e+00
8.214988776664529979e+00 -6.251439567616521309e+00 2.858676830456047480e+00
8.233398536718892657e+00 -6.395271154430255400e+00 2.629867765518755007e+00
8.250695884248459677e+00 -6.474323530263220938e+00 2.535949521838084308e+00
8.274967002507388258e+00 -6.573125655109746113e+00 2.449943619062200817e+00
8.306136061930033065e+00 -6.714188819347690185e+00 2.384291410176698545e+00
8.317882488465720314e+00 -6.785071132218643442e+00 2.418112615868940107e+00
8.328168530483287313e+00 -6.903003607344286863e+00 2.331106127983186838e+00
8.326289901248031811e+00 -6.998559979676453935e+00 2.388530893213573147e+00
8.308658452244067405e+00 -7.114514439124081768e+00 2.162440346487396248e+00
