1.050000000000000044e+00,-9.489999999999999825e-02,5.000000000000000000e+00
2.038743014337233816e+00,-2.110775682867738479e-01,4.929999999999999716e+00
3.009048163696965261e+00,-3.100895115875847985e-01,4.740000000000000213e+00
3.953669962039464636e+00,-4.008772132953681844e-01,4.459999999999999964e+00
4.871326565452985591e+00,-4.946284419117402131e-01,4.120000000000000107e+00
5.752466467932716654e+00,-6.196943248588376862e-01,3.750000000000000000e+00
6.575316274953535434e+00,-8.050292979470612398e-01,3.379999999999999893e+00
7.288884794230529707e+00,-1.045007172061158229e+00,3.039999999999999591e+00
7.891400995888874448e+00,-1.339021878383358288e+00,2.759999999999999787e+00
8.426298034001785453e+00,-1.752229923692154356e+00,2.570000000000000284e+00
1.050000000000000044e+00,-9.489999999999999825e-02,5.000000000000000000e+00
2.039683870632939211e+00,-2.112147148091205462e-01,4.943999999999999950e+00
3.016135579128821131e+00,-3.116602098696063528e-01,4.791999999999999815e+00
3.976099035731551545e+00,-4.080063353997641085e-01,4.567999999999999616e+00
4.921051823549936088e+00,-5.159888361325872808e-01,4.296000000000000263e+00
5.842531200638457101e+00,-6.697555989583416913e-01,4.000000000000000000e+00
6.715158435310359053e+00,-9.023725439214674848e-01,3.703999999999999737e+00
7.478847029459110729e+00,-1.196725127157840962e+00,3.431999999999999940e+00
8.170826024790631692e+00,-1.596733676595750273e+00,3.207999999999999741e+00
8.760629909468418575e+00,-2.137059019800751969e+00,3.056000000000000050e+00
1.050000000000000044e+00,-9.489999999999999825e-02,5.000000000000000000e+00
2.039236827592388224e+00,-2.076893645637026276e-01,4.929999999999999716e+00
3.014053380596104503e+00,-2.874686356586432234e-01,4.740000000000000213e+00
3.973356264767063273e+00,-3.386866729462334469e-01,4.459999999999999964e+00
4.921085900909726973e+00,-3.778084388690097217e-01,4.120000000000000107e+00
5.848549944841696657e+00,-4.442863277062519822e-01,3.750000000000000000e+00
6.729142110066129945e+00,-5.794639703190915814e-01,3.379999999999999893e+00
7.495668116998514208e+00,-7.817387325378615248e-01,3.039999999999999591e+00
8.139927597814617499e+00,-1.055760719098776113e+00,2.759999999999999787e+00
8.715697336988462496e+00,-1.481083160468204873e+00,2.570000000000000284e+00
1.050000000000000044e+00,-9.489999999999999825e-02,5.000000000000000000e+00
2.040177835967600384e+00,-2.078265332543403343e-01,4.943999999999999950e+00
3.021155999422477922e+00,-2.890427032856559553e-01,4.791999999999999815e+00
3.995932722468207299e+00,-3.458626414764686685e-01,4.567999999999999616e+00
4.971525770582204906e+00,-3.994758100497334263e-01,4.296000000000000263e+00
5.940780411848100684e+00,-4.955514299591957661e-01,4.000000000000000000e+00
6.873218648662635211e+00,-6.797538710051254096e-01,3.703999999999999737e+00
7.689802749289668782e+00,-9.367880230446132828e-01,3.431999999999999940e+00
8.433741732578129202e+00,-1.326775000456972053e+00,3.207999999999999741e+00
9.069164033691629712e+00,-1.887902005117610083e+00,3.056000000000000050e+00
1.050000000000000044e+00,-9.489999999999999825e-02,5.000000000000000000e+00
2.039480256103587852e+00,-2.116095636866513474e-01,4.941773102930127948e+00
3.014593408924882034e+00,-3.127805283679301884e-01,4.782118707738542973e+00
3.971853834958503526e+00,-4.059391175082582848e-01,4.543576258452291405e+00
4.914656641809163062e+00,-4.999158678854438431e-01,4.248685199098422238e+00
5.838845253146226710e+00,-6.220071541721660102e-01,3.919984973703982245e+00
6.725177051185667665e+00,-8.014813508506998252e-01,3.580015026296017755e+00
7.514550666309946614e+00,-1.022728149929206465e+00,3.251314800901577762e+00
8.228842347124864176e+00,-1.316912961674414406e+00,2.956423741547708151e+00
8.867140576294513465e+00,-1.752702645577332241e+00,2.717881292261458359e+00
9.347183712970696945e+00,-2.246228332674520267e+00,2.558226897069872496e+00
1.050000000000000044e+00,-9.489999999999999825e-02,5.000000000000000000e+00
2.040261524786889602e+00,-2.117234748233504105e-01,4.953418482344101648e+00
3.020508529292909472e+00,-3.140945266565817739e-01,4.825694966190833490e+00
3.990680152589007434e+00,-4.119586218188682203e-01,4.634861006761833657e+00
4.956676348824141876e+00,-5.181793562552072796e-01,4.398948159278737613e+00
5.915601234431647093e+00,-6.655100054271420040e-01,4.135987978963186151e+00
6.844528055814516954e+00,-8.866448438047910274e-01,3.864012021036814737e+00
7.681326360030862332e+00,-1.158643713973494416e+00,3.601051840721262387e+00
8.483365726529981998e+00,-1.566814683804750086e+00,3.365138993238167231e+00
9.159202196261830409e+00,-2.114171859523064079e+00,3.174305033809166954e+00
9.672340679737146729e+00,-2.733052095693555117e+00,3.046581517655898352e+00
1.050000000000000044e+00,-9.489999999999999825e-02,5.000000000000000000e+00
2.040358022550847750e+00,-2.144840543448629233e-01,4.960648148148147918e+00
3.020253913781249633e+00,-3.322585975771674693e-01,4.851851851851851194e+00
3.987148061585284786e+00,-4.612563777567340040e-01,4.687500000000000000e+00
4.945131050596806688e+00,-6.097905902341702600e-01,4.481481481481480955e+00
5.892931686890732657e+00,-8.021839118045375194e-01,4.247685185185185119e+00
6.812243016987710398e+00,-1.061439337271569361e+00,4.000000000000000000e+00
7.658173288064971551e+00,-1.360851037258521412e+00,3.752314814814814881e+00
8.487818176563207473e+00,-1.794901760790329703e+00,3.518518518518518601e+00
9.189855093824771615e+00,-2.341438475324840063e+00,3.312500000000000888e+00
9.747947488690780204e+00,-2.966838621489252148e+00,3.148148148148148806e+00
1.016695697196513493e+01,-3.666606647979381961e+00,3.039351851851852526e+00
1.045845977395502047e+01,-4.400452450281534311e+00,3.000000000000000888e+00
