0.000000000000000000e+00,9.952508807182312012e-01,-2.782433216642019147e+00,-4.613332443138880912e+00,-1.740237369502380504e+00
5.000000000000000000e+00,9.726918935775756836e-01,-2.782433216642019147e+00,-4.613332443138880912e+00,-1.740237369502380504e+00
1.000000000000000000e+01,9.889580607414245605e-01,-2.782433216642019147e+00,-4.613332443138880912e+00,-1.740237369502380504e+00
1.500000000000000000e+01,1.031173467636108398e+00,-2.782433216642019147e+00,-4.613332443138880912e+00,-1.740237369502380504e+00
2.000000000000000000e+01,9.886307120323181152e-01,-2.782433216642019147e+00,-4.613332443138880912e+00,-1.740237369502380504e+00
2.500000000000000000e+01,9.969797730445861816e-01,-2.782433216642019147e+00,-4.613332443138880912e+00,-1.740237369502380504e+00
3.000000000000000000e+01,1.004967212677001953e+00,-2.782433216642019147e+00,-4.613332443138880912e+00,-1.740237369502380504e+00
3.500000000000000000e+01,1.056748032569885254e+00,-2.782433216642019147e+00,-4.613332443138880912e+00,-1.740237369502380504e+00
4.000000000000000000e+01,1.046268343925476074e+00,-2.782433216642019147e+00,-4.613332443138880912e+00,-1.740237369502380504e+00
4.500000000000000000e+01,1.104891657829284668e+00,-2.782433216642019147e+00,-4.613332443138880912e+00,-1.740237369502380504e+00
5.000000000000000000e+01,1.095800518989562988e+00,-2.782433216642019147e+00,-4.613332443138880912e+00,-1.740237369502380504e+00
5.500000000000000000e+01,1.135721564292907715e+00,-2.782433216642019147e+00,-4.613332443138880912e+00,-1.740237369502380504e+00
6.000000000000000000e+01,1.119670391082763672e+00,-2.782433216642019147e+00,-4.613332443138880912e+00,-1.740237369502380504e+00
6.500000000000000000e+01,1.182413220405578613e+00,-2.782433216642019147e+00,-4.613332443138880912e+00,-1.740237369502380504e+00
7.000000000000000000e+01,1.232566833496093750e+00,-2.782433216642019147e+00,-4.613332443138880912e+00,-1.740237369502380504e+00
7.500000000000000000e+01,1.232082843780517578e+00,-2.782433216642019147e+00,-4.613332443138880912e+00,-1.740237369502380504e+00
8.000000000000000000e+01,1.311987400054931641e+00,-2.782433216642019147e+00,-4.613332443138880912e+00,-1.740237369502380504e+00
8.500000000000000000e+01,1.342982888221740723e+00,-2.782433216642019147e+00,-4.613332443138880912e+00,-1.740237369502380504e+00
9.000000000000000000e+01,1.397582173347473145e+00,-2.782433216642019147e+00,-4.613332443138880912e+00,-1.740237369502380504e+00
9.500000000000000000e+01,1.517396807670593262e+00,-2.782433216642019147e+00,-4.613332443138880912e+00,-1.740237369502380504e+00
1.000000000000000000e+02,4.835524559020996094e+00,-2.782433216642019147e+00,-4.613332443138880912e+00,-1.740237369502380504e+00
1.050000000000000000e+02,4.790339946746826172e+00,-2.782433216642019147e+00,-4.613332443138880912e+00,-1.740237369502380504e+00
1.100000000000000000e+02,4.791024684906005859e+00,-2.782433216642019147e+00,-4.613332443138880912e+00,-1.740237369502380504e+00
1.150000000000000000e+02,4.740541458129882812e+00,-2.782433216642019147e+00,-4.613332443138880912e+00,-1.740237369502380504e+00
1.200000000000000000e+02,4.681938648223876953e+00,-2.782433216642019147e+00,-4.613332443138880912e+00,-1.740237369502380504e+00
1.250000000000000000e+02,4.620104312896728516e+00,-2.782433216642019147e+00,-4.613332443138880912e+00,-1.740237369502380504e+00
1.300000000000000000e+02,4.626889228820800781e+00,-2.782433216642019147e+00,-4.613332443138880912e+00,-1.740237369502380504e+00
1.350000000000000000e+02,4.570986270904541016e+00,-2.782433216642019147e+00,-4.613332443138880912e+00,-1.740237369502380504e+00
1.400000000000000000e+02,4.519406795501708984e+00,-2.782433216642019147e+00,-4.613332443138880912e+00,-1.740237369502380504e+00
1.450000000000000000e+02,4.458364009857177734e+00,-2.782433216642019147e+00,-4.613332443138880912e+00,-1.740237369502380504e+00
1.500000000000000000e+02,4.467395782470703125e+00,-2.782433216642019147e+00,-4.613332443138880912e+00,-1.740237369502380504e+00
1.550000000000000000e+02,4.405245780944824219e+00,-2.782433216642019147e+00,-4.613332443138880912e+00,-1.740237369502380504e+00
1.600000000000000000e+02,4.374204158782958984e+00,-2.782433216642019147e+00,-4.613332443138880912e+00,-1.740237369502380504e+00
1.650000000000000000e+02,4.320367813110351562e+00,-2.782433216642019147e+00,-4.613332443138880912e+00,-1.740237369502380504e+00
1.700000000000000000e+02,4.279867649078369141e+00,-2.782433216642019147e+00,-4.613332443138880912e+00,-1.740237369502380504e+00
1.750000000000000000e+02,4.281874656677246094e+00,-2.782433216642019147e+00,-4.613332443138880912e+00,-1.740237369502380504e+00
1.800000000000000000e+02,4.193491458892822266e+00,-2.782433216642019147e+00,-4.613332443138880912e+00,-1.740237369502380504e+00
1.850000000000000000e+02,4.193051815032958984e+00,-2.782433216642019147e+00,-4.613332443138880912e+00,-1.740237369502380504e+00
1.900000000000000000e+02,4.153413772583007812e+00,-2.782433216642019147e+00,-4.613332443138880912e+00,-1.740237369502380504e+00
1.950000000000000000e+02,4.100642681121826172e+00,-2.782433216642019147e+00,-4.613332443138880912e+00,-1.740237369502380504e+00
2.000000000000000000e+02,4.076932907104492188e+00,-2.782433216642019147e+00,-4.613332443138880912e+00,-1.740237369502380504e+00
2.050000000000000000e+02,4.048052787780761719e+00,-2.782433216642019147e+00,-4.613332443138880912e+00,-1.740237369502380504e+00
2.100000000000000000e+02,3.992136240005493164e+00,-2.782433216642019147e+00,-4.613332443138880912e+00,-1.740237369502380504e+00
2.150000000000000000e+02,3.974617958068847656e+00,-2.782433216642019147e+00,-4.613332443138880912e+00,-1.740237369502380504e+00
2.200000000000000000e+02,3.922326803207397461e+00,-2.782433216642019147e+00,-4.613332443138880912e+00,-1.740237369502380504e+00
2.250000000000000000e+02,3.892009735107421875e+00,-2.782433216642019147e+00,-4.613332443138880912e+00,-1.740237369502380504e+00
2.300000000000000000e+02,3.874557256698608398e+00,-2.782433216642019147e+00,-4.613332443138880912e+00,-1.740237369502380504e+00
2.350000000000000000e+02,3.809059143066406250e+00,-2.782433216642019147e+00,-4.613332443138880912e+00,-1.740237369502380504e+00
2.400000000000000000e+02,3.840888977050781250e+00,-2.782433216642019147e+00,-4.613332443138880912e+00,-1.740237369502380504e+00
2.450000000000000000e+02,3.738877058029174805e+00,-2.782433216642019147e+00,-4.613332443138880912e+00,-1.740237369502380504e+00
2.500000000000000000e+02,3.710625886917114258e+00,-2.782433216642019147e+00,-4.613332443138880912e+00,-1.740237369502380504e+00
