-1.239362917157622812e+00,-4.459457777214296037e+00,1.499999999999999778e+00
-1.624857551235759257e+00,-4.072852950839862984e+00,1.370370370370370239e+00
-2.740301707133375508e+00,-3.280025561457330596e+00,1.129629629629629761e+00
-1.239362917157622812e+00,-4.459457777214296037e+00,1.499999999999999778e+00
-1.636632155306690484e+00,-4.077772870784664327e+00,1.499999999999999778e+00
-2.853055761107159860e+00,-3.382868866705448063e+00,1.499999999999999778e+00
-1.239362917157622812e+00,-4.459457777214296037e+00,1.499999999999999778e+00
-1.648344167455501053e+00,-4.082843090911272732e+00,1.629629629629629539e+00
-2.953169246162053785e+00,-3.485282040779651869e+00,1.870370370370370239e+00
-1.239362917157622812e+00,-4.459457777214296037e+00,1.499999999999999778e+00
-1.659992023593902077e+00,-4.088063523366367136e+00,1.759259259259259078e+00
-3.041970734556135980e+00,-3.585955119051209117e+00,2.240740740740740478e+00
-1.239362917157622812e+00,-4.459457777214296037e+00,1.499999999999999778e+00
-1.608921351911159370e+00,-4.111685464107429411e+00,1.370370370370370239e+00
-2.637409374242392524e+00,-3.399962923905611056e+00,1.129629629629629761e+00
-1.239362917157622812e+00,-4.459457777214296037e+00,1.499999999999999778e+00
-1.620202559770371309e+00,-4.116399220937144499e+00,1.499999999999999778e+00
-2.743112002742531086e+00,-3.496377338087363729e+00,1.499999999999999778e+00
-1.239362917157622812e+00,-4.459457777214296037e+00,1.499999999999999778e+00
-1.631422421420831714e+00,-4.121256383489847686e+00,1.629629629629629539e+00
-2.837240089062190940e+00,-3.592670278556953534e+00,1.870370370370370239e+00
-1.239362917157622812e+00,-4.459457777214296037e+00,1.499999999999999778e+00
-1.642579300381392438e+00,-4.126256763683387341e+00,1.759259259259259078e+00
-2.920996097488172349e+00,-3.687625863442471896e+00,2.240740740740740478e+00
-1.239362917157622812e+00,-4.459457777214296037e+00,1.499999999999999778e+00
-1.592985152586559705e+00,-4.150517977374995837e+00,1.370370370370370239e+00
-2.534517041351411315e+00,-3.519900286353889740e+00,1.129629629629629761e+00
-1.239362917157622812e+00,-4.459457777214296037e+00,1.499999999999999778e+00
