3.749718599005377406e+00,-1.394237246237396732e+01
3.765692826799116322e+00,-1.402836275352476569e+01
3.737384968683998832e+00,-1.408274552510293809e+01
3.751142800132007959e+00,-1.416257309847322610e+01
3.751059068536914065e+00,-1.423164893154200250e+01
3.738374004446525678e+00,-1.429202462230183457e+01
3.712980885339077552e+00,-1.434483470744521760e+01
3.682335458812986850e+00,-1.439493087162716556e+01
3.662644127817630491e+00,-1.445042903475098228e+01
3.758318670742648582e+00,-1.455689741120021452e+01
3.734115055745796052e+00,-1.460703606053203529e+01
3.736226257958431329e+00,-1.466765440813864174e+01
3.735268813012359690e+00,-1.472602161907529705e+01
3.711497717929876483e+00,-1.477566660628365014e+01
3.695810872277548675e+00,-1.482818311874058104e+01
3.743653069247899534e+00,-1.489941300688511205e+01
3.716126511893775852e+00,-1.494717667684957618e+01
3.737571466128399411e+00,-1.500773764184723902e+01
3.706807277241273901e+00,-1.505494724576315946e+01
3.722396284927389054e+00,-1.511242075727826517e+01
3.709965978245707507e+00,-1.516366875397903691e+01
3.727063001010033183e+00,-1.521970736663686985e+01
3.720919777639983828e+00,-1.527147559191484483e+01
3.706966661149115438e+00,-1.532232333475940145e+01
3.750592172063058172e+00,-1.537877000966475194e+01
3.716783396450874744e+00,-1.542774362905708507e+01
3.711313795785352365e+00,-1.547938033390915358e+01
3.707990101476435374e+00,-1.553120364286247757e+01
3.716748714344204618e+00,-1.558315717664692990e+01
3.694732468783181289e+00,-1.563528363778933716e+01
3.710378978748972933e+00,-1.568690136754655917e+01
3.779312518925312947e+00,-1.573462193817971944e+01
3.764253300250571588e+00,-1.578650997380421650e+01
3.763411937752363823e+00,-1.583774036248617989e+01
3.734204319759722335e+00,-1.589287791450168186e+01
3.784045881552407842e+00,-1.593772063618279411e+01
3.777980926626504754e+00,-1.599033121253181200e+01
3.748642899352981228e+00,-1.604814964463198379e+01
3.753074438437396854e+00,-1.610038676359215515e+01
3.847277114904331885e+00,-1.613129677533166628e+01
3.800591615414310898e+00,-1.619562049224818168e+01
3.792851270807076070e+00,-1.625153640576484548e+01
3.829140923465262247e+00,-1.629478626017607823e+01
3.790863226758757865e+00,-1.636205316802648468e+01
3.813096463224238342e+00,-1.641021187050274222e+01
3.819305875843663767e+00,-1.646432164962502753e+01
3.851436489198524882e+00,-1.650844443293496155e+01
3.831506804520666165e+00,-1.657463777069327193e+01
3.860920331829297947e+00,-1.662018226346736327e+01
5.514269226286510950e+00,-1.587161757667139739e+01
5.516408587462721336e+00,-1.588617281673887227e+01
5.568210484337385857e+00,-1.587394644297828883e+01
5.563697055218695731e+00,-1.589138831997140500e+01
5.610417835791615460e+00,-1.587862768024717042e+01
5.632505827669124443e+00,-1.587903244945299086e+01
5.619386653436963641e+00,-1.590181692229311849e+01
5.670891558211332395e+00,-1.588093933624998755e+01
5.698645897455890008e+00,-1.587442289851454191e+01
5.701037003812299275e+00,-1.588578578123109075e+01
5.691402946177840150e+00,-1.590700846682115177e+01
5.745275896021083462e+00,-1.587650127882595719e+01
5.764564065659635972e+00,-1.587258511286369256e+01
5.757461809017732079e+00,-1.589167118348116858e+01
5.765044595593156629e+00,-1.589788756534455061e+01
5.770723724760527418e+00,-1.590591965839906408e+01
5.808793841230562194e+00,-1.588045575616928140e+01
5.817511941122717190e+00,-1.588391916717031904e+01
5.820134299392493382e+00,-1.589406234257041106e+01
5.831601619777777579e+00,-1.589413609368400060e+01
5.832986463573414326e+00,-1.590617234298370164e+01
5.844003943267153112e+00,-1.590635187817498775e+01
5.846934480310449267e+00,-1.591699522256814703e+01
5.886788972486175275e+00,-1.587581506653876495e+01
5.884864334375167871e+00,-1.589226422712862785e+01
5.898243293550645916e+00,-1.588606587508610346e+01
5.903538326784162571e+00,-1.589204372951052235e+01
5.907153351989602896e+00,-1.590111059378198455e+01
5.923662468431369454e+00,-1.588741199245042424e+01
5.931636716634779205e+00,-1.588809368205272143e+01
5.926589545623548005e+00,-1.591464351184103343e+01
5.933057436887759550e+00,-1.591939047575522359e+01
5.950601489265062050e+00,-1.589936909113146157e+01
5.947690528278632094e+00,-1.592536914069924592e+01
5.955268018136442798e+00,-1.592767229672895901e+01
5.967634887093517193e+00,-1.591688022565140059e+01
5.973971860224019714e+00,-1.592171394956826092e+01
5.992824837206607747e+00,-1.588769463919358849e+01
6.000513785480987572e+00,-1.588560551914767949e+01
6.007468082767080553e+00,-1.588552434903431632e+01
6.014533541564611951e+00,-1.588465156983556170e+01
6.021044292728416458e+00,-1.588573377172041035e+01
6.024382984047996992e+00,-1.590239205601578121e+01
6.036070765745476407e+00,-1.587651468468497029e+01
6.038247597437971237e+00,-1.590329466286515192e+01
6.046475373043488588e+00,-1.589383303361533528e+01
6.053871517565442062e+00,-1.588765682813867031e+01
6.059036921611126836e+00,-1.590263079575197658e+01
6.066893740116933387e+00,-1.588778843453528999e+01
6.072851789300626635e+00,-1.589897683178785037e+01
6.079566965947890367e+00,-1.589905277690115071e+01
6.086332008819447026e+00,-1.588379892495708035e+01
6.270962540746033653e+00,-2.562565218876292761e+01
6.487543327300665297e+00,-2.556271548376965796e+01
6.701571959866426731e+00,-2.549683012509217406e+01
6.915379972501111361e+00,-2.545570677440966278e+01
7.123362053149071116e+00,-2.536916194560601667e+01
7.330739227770806110e+00,-2.529992574092754154e+01
7.526224156805888299e+00,-2.516399771849592781e+01
7.722472674981973206e+00,-2.505950302638351701e+01
7.911011546339253186e+00,-2.493136292786558528e+01
8.092813895726514772e+00,-2.479068200202873840e+01
8.253828323730100891e+00,-2.458212069966543467e+01
8.406019270359124107e+00,-2.436835120092685258e+01
8.557151654550755993e+00,-2.417738560350160526e+01
8.691803100988302333e+00,-2.395429826187072564e+01
8.792726328218916976e+00,-2.365441172365289901e+01
8.884054385576758861e+00,-2.336035805274222810e+01
8.931441137086371995e+00,-2.298197309015910150e+01
8.957958819808251150e+00,-2.259134945045591891e+01
8.875435216743369438e+00,-2.198889395854371998e+01
8.781642907728739900e+00,-2.142292877897444825e+01
8.691714028849148121e+00,-2.091982303795531806e+01
8.541209801325173601e+00,-2.034610275593706774e+01
8.455744562768304107e+00,-1.994477528499920638e+01
8.349010653748500488e+00,-1.954084463385655113e+01
8.313634462558573190e+00,-1.928958568572317489e+01
8.247261710752646025e+00,-1.900835849169484604e+01
8.174497406253555809e+00,-1.873905937819886347e+01
8.110358060277201631e+00,-1.850240367930660312e+01
