0.000000000000000000e+00,4.333636760711669922e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e+00,4.108904361724853516e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+01,3.907328605651855469e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.500000000000000000e+01,3.766502380371093750e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+01,3.576593875885009766e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.500000000000000000e+01,3.405795335769653320e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.000000000000000000e+01,3.315459489822387695e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.500000000000000000e+01,3.209507703781127930e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000000e+01,3.162699460983276367e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.500000000000000000e+01,3.041805267333984375e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e+01,2.939261436462402344e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.500000000000000000e+01,2.871078252792358398e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.000000000000000000e+01,2.814694404602050781e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.500000000000000000e+01,2.699795246124267578e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.000000000000000000e+01,2.684365510940551758e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.500000000000000000e+01,2.620781660079956055e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.000000000000000000e+01,2.610177516937255859e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.500000000000000000e+01,2.501677036285400391e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.000000000000000000e+01,2.463447570800781250e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.500000000000000000e+01,2.376263618469238281e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+02,2.392753839492797852e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.050000000000000000e+02,2.304790258407592773e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.100000000000000000e+02,2.310430765151977539e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.150000000000000000e+02,2.304303169250488281e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.200000000000000000e+02,2.244167566299438477e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.250000000000000000e+02,2.185073852539062500e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.300000000000000000e+02,2.175842523574829102e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.350000000000000000e+02,2.189063549041748047e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.400000000000000000e+02,2.201039791107177734e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.450000000000000000e+02,2.148055076599121094e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.500000000000000000e+02,2.111602783203125000e+00,0.000000000000000000e+00,0.000000000000000000e+00
