-5.037719222756657622e+00,-3.957608767826535257e+00,5.000000000000000000e+00,0.000000000000000000e+00
-4.966919352772812601e+00,-3.717819943102400604e+00,4.987259259259259281e+00,1.548641975308631159e-02
-4.882051304263031355e+00,-3.484355869074520662e+00,4.951407407407407035e+00,5.341234567901197855e-02
-4.778030486364607476e+00,-3.260479428002316826e+00,4.895999999999999908e+00,1.023999999999992694e-01
-4.661108239167735867e+00,-3.046116249419758226e+00,4.824592592592591878e+00,1.529679012345668832e-01
-4.536401398552405873e+00,-2.840792219519062023e+00,4.740740740740741366e+00,1.975308641975295210e-01
-4.406284014870181842e+00,-2.643769899337780060e+00,4.647999999999999687e+00,2.303999999999983839e-01
-4.271743332591550590e+00,-2.454894306164447926e+00,4.549925925925926151e+00,2.477827160493812908e-01
-4.132760582283601991e+00,-2.274829244962867758e+00,4.450074074074073849e+00,2.477827160493814018e-01
-3.989440279011587265e+00,-2.104169389546483693e+00,4.352000000000000313e+00,2.303999999999986059e-01
-3.842024321629770700e+00,-1.943160866506573381e+00,4.259259259259259522e+00,1.975308641975300761e-01
-3.690623949195282805e+00,-1.791869451651827427e+00,4.175407407407407234e+00,1.529679012345672717e-01
-3.535217026870348445e+00,-1.650246665707513660e+00,4.104000000000000092e+00,1.023999999999993804e-01
-3.375814202865229596e+00,-1.517977147273520844e+00,4.048592592592592965e+00,5.341234567901365082e-02
-3.212470630924731729e+00,-1.394340841970956646e+00,4.012740740740740719e+00,1.548641975308839847e-02
