7.804076377542475740e+00,-1.101790640143254230e+01,5.000000000000000000e+00
7.226849420705610427e+00,-1.120028883701938938e+01,3.833333333333333925e+00
6.142921912277273577e+00,-1.085686068025940898e+01,1.666666666666668295e+00
7.804076377542475740e+00,-1.101790640143254230e+01,5.000000000000000000e+00
7.224451304078524316e+00,-1.120417467656115917e+01,3.962962962962963687e+00
6.126279267475868373e+00,-1.088395161760771224e+01,2.037037037037038534e+00
7.804076377542475740e+00,-1.101790640143254230e+01,5.000000000000000000e+00
7.222051274182035741e+00,-1.120806225280913004e+01,4.092592592592593448e+00
6.109480353916279860e+00,-1.091139337292277744e+01,2.407407407407407440e+00
7.804076377542475740e+00,-1.101790640143254230e+01,5.000000000000000000e+00
7.219649354737803115e+00,-1.121195157982301716e+01,4.222222222222223209e+00
6.092533280323734424e+00,-1.093919083343362786e+01,2.777777777777779455e+00
7.804076377542475740e+00,-1.101790640143254230e+01,5.000000000000000000e+00
7.389926667405254612e+00,-1.132082830939419260e+01,4.296875000000000000e+00
6.558472685394001189e+00,-1.123390484953054447e+01,2.750000000000000000e+00
5.798562693341858143e+00,-1.103780863047480665e+01,1.203125000000001332e+00
7.804076377542475740e+00,-1.101790640143254230e+01,5.000000000000000000e+00
7.388497733916069343e+00,-1.132314102680586032e+01,4.375000000000000000e+00
6.548053662601525104e+00,-1.125108491204428418e+01,3.000000000000000000e+00
5.767230490489148487e+00,-1.109206875609843657e+01,1.625000000000000888e+00
7.804076377542475740e+00,-1.101790640143254230e+01,5.000000000000000000e+00
7.387068388841474764e+00,-1.132545399355276494e+01,4.453125000000000000e+00
6.537609932826729420e+00,-1.126836275768619977e+01,3.250000000000000444e+00
5.736442373107724535e+00,-1.114609378128029427e+01,2.046875000000001332e+00
7.804076377542475740e+00,-1.101790640143254230e+01,5.000000000000000000e+00
7.385638637180660382e+00,-1.132776721260451680e+01,4.531250000000000000e+00
6.527143513388176110e+00,-1.128573958643362829e+01,3.500000000000000444e+00
5.706179393009965573e+00,-1.119987116600575838e+01,2.468750000000000888e+00
7.804076377542475740e+00,-1.101790640143254230e+01,5.000000000000000000e+00
7.459220600165243020e+00,-1.137349232809077826e+01,4.532000000000000028e+00
6.825884115673044761e+00,-1.146202631914380632e+01,3.415999999999999481e+00
6.074044598708617571e+00,-1.137487783129323837e+01,2.083999999999999631e+00
5.560236166469576524e+00,-1.128506596616275637e+01,9.679999999999990834e-01
7.804076377542475740e+00,-1.101790640143254230e+01,5.000000000000000000e+00
7.458276915486191427e+00,-1.137501889533264254e+01,4.583999999999999631e+00
6.818934958772225663e+00,-1.147359370905283527e+01,3.591999999999999638e+00
6.053235266785854662e+00,-1.141204096995147488e+01,2.407999999999999474e+00
5.518438443911123592e+00,-1.136241384356177697e+01,1.415999999999999481e+00
7.804076377542475740e+00,-1.101790640143254230e+01,5.000000000000000000e+00
7.457333100900716438e+00,-1.137654550495453165e+01,4.636000000000000121e+00
6.811984750248473830e+00,-1.148519374549564276e+01,3.767999999999999350e+00
6.032650535032987094e+00,-1.144911736005354896e+01,2.731999999999999318e+00
5.477510077004865252e+00,-1.143923914364450845e+01,1.863999999999999435e+00
7.804076377542475740e+00,-1.101790640143254230e+01,5.000000000000000000e+00
7.456389157846508020e+00,-1.137807215781117343e+01,4.687999999999999723e+00
6.805034101210715392e+00,-1.149682678967191940e+01,3.943999999999999950e+00
6.012284198145790626e+00,-1.148610292471679095e+01,3.055999999999999606e+00
5.436971643140984689e+00,-1.151639370878113056e+01,2.311999999999999389e+00
7.804076377542475740e+00,-1.101790640143254230e+01,5.000000000000000000e+00
7.244710589561964120e+00,-1.121130973902340422e+01,3.833333333333333925e+00
6.210216236197673823e+00,-1.089826629265430036e+01,1.666666666666668295e+00
7.804076377542475740e+00,-1.101790640143254230e+01,5.000000000000000000e+00
7.242310711157660563e+00,-1.121519843330189836e+01,3.962962962962963687e+00
6.193633216026364963e+00,-1.092526016859121718e+01,2.037037037037038534e+00
