x,y
8.262242646,-9.845184182
8.264580478,-9.840084358
8.265405097,-9.838285505
8.266229717,-9.836486652
8.267878956,-9.832888945
8.270077942,-9.828092004
8.272002055,-9.82389468
8.274062195,-9.819400621
8.276400027,-9.814300797
8.277360674,-9.812205209
8.278873886,-9.808904238
8.279834533,-9.80680865
8.282172365,-9.801708826
8.282858139,-9.800212855
8.284782252,-9.796015532
8.28684521,-9.791515325
8.28849445,-9.787917619
8.29055459,-9.78342356
8.292617548,-9.778923354
8.294266788,-9.775325648
8.295502308,-9.772630442
8.296740647,-9.769929088
8.297976167,-9.767233883
8.299489379,-9.763932911
8.301549519,-9.759438853
8.302923886,-9.756440764
8.304437097,-9.753139793
8.305811464,-9.750141705
8.307735576,-9.745944381
8.308979561,-9.743231015
8.309336587,-9.742452291
8.309952839,-9.741108157
8.310547882,-9.739810283
8.311737969,-9.737214534
8.31245202,-9.735657085
8.313642107,-9.733061337
8.314691975,-9.730771423
8.314951202,-9.730206014
8.315784262,-9.72838899
8.316596114,-9.726618225
8.317310165,-9.725060776
8.317905208,-9.723762902
8.318283443,-9.722937918
8.318878486,-9.721640044
8.319809346,-9.719609705
8.320523398,-9.718052255
8.32123745,-9.716494806
8.321951502,-9.714937357
8.322567754,-9.713593224
8.323379605,-9.711822459
8.323876849,-9.7107379
8.324807709,-9.708707561
8.324947926,-9.708401727
8.325899995,-9.706325128
8.326830855,-9.704294789
8.327090082,-9.70372938
8.328161159,-9.701393206
8.329330037,-9.698843717
8.330282106,-9.696767118
8.331115166,-9.694950094
8.331969435,-9.693086811
8.333257321,-9.690277747
8.334349608,-9.687895314
8.335161459,-9.68612455
8.335777711,-9.684780416
8.33672978,-9.682703817
8.337268826,-9.681528081
8.337279644,-9.681504572
8.336737875,-9.682686436
8.336525481,-9.683149771
8.336277687,-9.683690329
8.336065293,-9.684153665
8.335746702,-9.684848668
8.335757486,-9.684825143
8.335545092,-9.685288479
8.33510952,-9.686238675
8.335191102,-9.686060705
8.335014107,-9.686446818
8.334801712,-9.686910153
8.334483121,-9.687605157
8.334270727,-9.688068492
8.333835155,-9.689018688
8.333916737,-9.688840718
8.333598146,-9.689535722
8.333279555,-9.690230725
8.332737785,-9.691412589
8.332525391,-9.691875924
8.332536175,-9.691852399
8.332136002,-9.692725373
8.332146786,-9.692701848
8.331746613,-9.693574821
8.331898993,-9.693242406
8.331463421,-9.694192602
8.324359964,-9.709674927
8.316738988,-9.72623561
8.294371694,-9.774456764
8.261982169,-9.840319057
8.23145794,-9.899964852
8.20132545,-9.960254674
8.172339712,-10.017968
8.102358341,-10.15561964
8.044709434,-10.26737614
8.011135663,-10.33176522
7.939727656,-10.4670864
7.876091394,-10.58586271
7.81664078,-10.6973793
7.749006644,-10.82629772
7.672479281,-10.97343738
7.601748629,-11.11189344
7.496990119,-11.32129607
7.488787694,-11.33790074
7.490453818,-11.33454367
7.492119942,-11.3311866
7.494619128,-11.32615099
7.497118314,-11.32111538
7.498784439,-11.31775831
7.499617501,-11.31607977
7.502116687,-11.31104416
7.504459972,-11.30632268
7.506837372,-11.30153245
7.507670434,-11.29985392
7.509336558,-11.29649685
7.511835744,-11.29146124
7.514057243,-11.28698514
7.514890305,-11.2853066
7.516556429,-11.28194953
7.517511277,-11.28002561
7.519888677,-11.27523539
7.522387863,-11.27019978
7.524887049,-11.26516417
7.526119585,-11.26268073
7.528774672,-11.257331
7.531117957,-11.25260952
7.533495357,-11.24781929
7.534450205,-11.24589537
7.536549918,-11.24166466
7.538060141,-11.23862171
7.539448578,-11.23582415
7.541392389,-11.23190757
7.542225451,-11.23022903
7.544880538,-11.2248793
7.545557699,-11.22351489
7.547102037,-11.2204032
7.54972301,-11.21512221
7.551389134,-11.21176513
7.553332945,-11.20784855
7.555279156,-11.2039273
7.555821054,-11.20283564
7.556490404,-11.20148723
7.557956556,-11.19853364
7.558163778,-11.19811619
7.559406814,-11.19561208
7.560076164,-11.19426367
7.560618062,-11.19317201
7.561287412,-11.19182359
7.562418889,-11.18954422
7.562960787,-11.18845256
7.563964811,-11.18642994
7.565430964,-11.18347635
7.565638186,-11.1830589
7.566976886,-11.18036207
7.567646236,-11.17901366
7.566433001,-11.1814582
7.556576188,-11.2013476
7.541574747,-11.23172002
7.521366108,-11.2729502
7.490707573,-11.33702534
7.460998927,-11.39956956
7.427618091,-11.47047338
7.382367171,-11.56752953
7.342180715,-11.65476656
7.284765313,-11.78105301
7.264773208,-11.82550588
7.191947648,-11.98961475
7.143123264,-12.10159987
7.08177301,-12.24475308
7.03619517,-12.3528731
6.978343576,-12.49241159
6.905566835,-12.66478115
6.848178916,-12.79699631
6.790780007,-12.93242339
6.740378796,-13.0555332
6.685633269,-13.19735467
6.615980399,-13.39148154
6.566526704,-13.54060239
6.504706307,-13.74378593
6.456978226,-13.91660138
6.411330654,-14.09193214
6.364565706,-14.28470021
6.333129247,-14.42945921
6.332543903,-14.43213308
6.3317314,-14.43585192
6.331387877,-14.43742454
6.330848975,-14.4398916
6.330094512,-14.44334548
6.329447829,-14.44630595
6.328801146,-14.44926642
6.328174645,-14.4521345
6.327420182,-14.45558838
6.326753317,-14.45864124
6.325803475,-14.46298955
6.325480133,-14.46446978
6.32513661,-14.46604241
6.324489928,-14.46900288
6.323863426,-14.47187095
6.323519903,-14.47344358
6.32224672,-14.47927213
6.321903196,-14.48084475
6.320825392,-14.48577886
6.31998333,-14.48963377
6.319228867,-14.49308765
6.318238661,-14.49762074
6.317591978,-14.50058121
6.317053076,-14.50304826
6.316298612,-14.50650214
6.315672111,-14.50937022
6.314917648,-14.5128241
6.314358564,-14.51538355
6.31308538,-14.5212121
6.312115356,-14.5256528
6.311771833,-14.52722542
6.310909589,-14.53117272
6.310155126,-14.5346266
6.309185102,-14.5390673
6.305177391,-14.55748769
6.299776621,-14.58268506
6.287472022,-14.64407801
6.278917577,-14.69351786
6.263998726,-14.78250492
6.250658199,-14.85978134
6.234214118,-14.96565264
6.218486655,-15.0716971
6.201665759,-15.18612832
6.185950682,-15.30846784
6.170648665,-15.4378987
6.156392757,-15.55981184
6.142790233,-15.70105518
6.13163774,-15.83283469
6.11843955,-15.99926118
6.10932853,-16.15537267
6.101754384,-16.33180523
6.096744367,-16.51263669
6.094168116,-16.66357288
6.093234373,-16.81691197
6.09380858,-16.97244788
6.098133779,-17.14756965
6.104342153,-17.32490039
6.113293691,-17.54033886
6.120851799,-17.68537563
6.136426469,-17.90468685
6.149787091,-18.07049274
6.164565515,-18.2373081
6.178845522,-18.3863563
6.202306225,-18.61113025
6.223742507,-18.7994094
6.243992128,-18.96957594
6.270625841,-19.17829196
6.296296502,-19.36868302
6.317882128,-19.52137644
6.34640356,-19.71262093
6.382858981,-19.94257435
6.407056278,-20.09633636
6.436129579,-20.28917158
6.468309714,-20.52156405
6.490304223,-20.69653356
6.512395667,-20.89157593
6.531336582,-21.10704961
6.539106533,-21.2249383
6.549071795,-21.48105423
6.547774311,-21.67850598
6.535961194,-21.89563859
6.515965237,-22.07261949
6.486225612,-22.24838114
6.423557542,-22.4969321
6.361199728,-22.67195542
6.308256829,-22.79162053
6.228486521,-22.94070347
6.112947191,-23.11342558
5.989915616,-23.25817994
5.834554409,-23.39938181
5.658501206,-23.51547436
5.50140662,-23.58852185
5.315927907,-23.64214449
5.104143076,-23.66513255
4.948825055,-23.65817501
4.719152104,-23.61498386
4.570577035,-23.56651546
4.373658542,-23.47946343
4.185554949,-23.37372845
4.022755586,-23.26358962
3.882512626,-23.15531381
3.734042529,-23.02563748
3.621184662,-22.9152053
3.475161819,-22.75422756
3.340443035,-22.58334488
3.216564429,-22.40414037
3.132321306,-22.26978484
3.033964034,-22.09751961
2.926272762,-21.88502558
2.845352964,-21.70357813
2.779532785,-21.53721383
2.708242965,-21.33037068
2.655778529,-21.15912134
2.602710675,-20.96723308
2.554955189,-20.77386916
2.508498567,-20.5596732
2.469855898,-20.36412683
2.440497427,-20.20734482
2.402102115,-19.99135026
2.365907438,-19.77491345
2.337449894,-19.59759656
2.301430478,-19.38103195
2.269168837,-19.1840366
2.245131602,-18.98586652
2.228449055,-18.82699309
2.199236816,-18.58913019
2.17400848,-18.4111431
2.150163974,-18.25312362
2.112052103,-18.01643436
2.074871438,-17.79981688
2.045147149,-17.62245019
2.013593664,-17.42511909
1.982418652,-17.22771281
1.936127118,-16.94493389
1.912269233,-16.79731336
1.891242858,-16.66039162
1.866787477,-16.50438272
1.845842816,-16.37698264
1.812306452,-16.18197054
1.785490642,-16.03293463
1.753986629,-15.86485435
1.717243247,-15.67726904
1.682026343,-15.50454415
1.649233909,-15.34742516
1.607268169,-15.15357692
1.56476168,-14.97641823
1.522535464,-14.81653993
1.46484831,-14.62115311
1.410872404,-14.46216507
1.343568434,-14.28692791
1.260545829,-14.09646286
1.176914128,-13.92591684
1.104472748,-13.79157889
0.986709248,-13.59409895
0.902229612,-13.46545046
0.801585251,-13.32390871
0.64818276,-13.12426378
0.537476988,-12.98888607
0.41035516,-12.84127785
0.265675132,-12.68247585
0.144613359,-12.55450783
-0.005174852,-12.39925389
-0.141241091,-12.25749827
-0.276486584,-12.11451918
-0.409469073,-11.96904513
-0.526188953,-11.83516744
-0.664664855,-11.66764535
-0.773892186,-11.52706991
-0.900161186,-11.34961499
-0.97605966,-11.23350208
-1.106642205,-11.01120984
-1.198172892,-10.83507392
-1.281719513,-10.65486443
-1.358961862,-10.47172075
-1.423359813,-10.30472576
-1.48792996,-10.11652595
-1.546972928,-9.926419907
-1.600402982,-9.734575911
-1.633217211,-9.59904197
-1.683563732,-9.344925101
-1.718086657,-9.128365395
-1.735146932,-8.989822438
-1.754557378,-8.751274012
-1.761289252,-8.430551738
-1.760775937,-8.390492229
-1.760173619,-8.359811794
-1.756590913,-8.290070513
-1.751396185,-8.228758909
-1.742903135,-8.149433959
-1.728869425,-8.05004841
-1.713502347,-7.960298922
-1.691720093,-7.852742274
-1.661261224,-7.726173785
-1.630686883,-7.617159742
-1.590237096,-7.491267562
-1.542465406,-7.361368714
-1.492855593,-7.241879309
-1.416456537,-7.080089025
-1.343887535,-6.944037788
-1.272972425,-6.820600657
-1.197881861,-6.696018027
-1.093570747,-6.527324983
-1.023556365,-6.412176183
-0.922231483,-6.23331938
-0.845963052,-6.076755522
-0.794992904,-5.945274203
-0.746126149,-5.773918192
-0.712868582,-5.578463368
-0.702419501,-5.378318176
-0.711446787,-5.213103467
-0.73664726,-5.04836735
-0.784088534,-4.868091881
-0.862515986,-4.677168779
-0.948798755,-4.530815073
-1.082964683,-4.371098997
-1.216142181,-4.26300193
-1.3857322,-4.174560192
-1.590456605,-4.122900764
-1.802415586,-4.123467489
-1.990546804,-4.168692166
-2.167793996,-4.248051364
-2.317538352,-4.339265662
-2.46092,-4.44092234
-2.633313608,-4.569916416
-2.776312294,-4.673387926
-2.923638858,-4.771098352
-3.128385827,-4.888603699
-3.252568755,-4.948629098
-3.492597851,-5.038682113
-3.684097592,-5.087088931
-3.860489844,-5.110537431
-4.078112351,-5.11139064
-4.35593649,-5.057657912
-4.365111817,-5.054871495
-4.372741783,-5.052544288
-4.397904332,-5.044523541
-4.442373935,-5.028519208
-4.498057766,-4.996247692
-4.556727152,-4.954287895
-4.614697467,-4.906846961
-4.668452374,-4.856180138
-4.748383034,-4.763361702
-4.798861784,-4.690261869
-4.865865077,-4.564065216
-4.902226174,-4.469623182
-4.935128154,-4.34127342
-4.94966221,-4.231752274
-4.951593925,-4.059368375
-4.942203422,-3.955743461
-4.912584105,-3.790258876
-4.867012697,-3.623051553
-4.813121678,-3.470684437
-4.755338228,-3.333934864
-4.681442826,-3.18306493
-4.598554736,-3.033602125
-4.506535209,-2.886448113
-4.396667741,-2.726929958
-4.311583527,-2.612575258
-4.175902403,-2.444287917
-4.067902183,-2.321078813
-3.928675071,-2.174669562
-3.808849036,-2.058848465
-3.669738056,-1.934708526
-3.524359094,-1.816003669
-3.374776821,-1.700784125
-3.206000036,-1.577739752
-3.02919891,-1.455949725
-2.888412315,-1.36529736
-2.756862888,-1.286679186
-2.606484987,-1.201442196
-2.43635315,-1.110337506
-2.293714912,-1.038031264
-2.131802274,-0.960263282
-1.949754287,-0.878126177
-1.814893633,-0.820810059
-1.643568656,-0.752201221
-1.451785566,-0.680848408
-1.274618756,-0.619893722
-1.005246058,-0.535858443
-0.997289859,-0.533507152
-1.00020206,-0.534365051
-1.011088132,-0.537576497
-1.020893558,-0.540465758
-1.026242339,-0.542040473
-1.031401087,-0.543558335
-1.036940676,-0.545187266
-1.040507018,-0.546235416
-1.049233055,-0.548798212
-1.056556979,-0.550947254
-1.065284277,-0.553505748
-1.074202626,-0.556117626
-1.078662068,-0.557422649
-1.089555849,-0.560607848
-1.094717539,-0.562115676
-1.102044458,-0.564254486
-1.108098864,-0.566020485
-1.113451844,-0.567580869
-1.11969731,-0.569400205
-1.127727707,-0.571737592
-1.133272091,-0.573350129
-1.141303462,-0.57568417
-1.150929867,-0.578478923
-1.162532746,-0.581843392
-1.167888325,-0.583394831
-1.17592217,-0.585720338
-1.181278386,-0.587269576
-1.183869078,-0.588017726
-1.177947462,-0.586304506
-1.172464468,-0.584718949
-1.173576781,-0.585039122
-1.164815266,-0.582506564
-1.158008575,-0.580542134
-1.152796105,-0.579036119
-1.14466713,-0.576684088
-1.133593623,-0.573473473
-1.127391772,-0.571671994
-1.119577215,-0.569398664
-1.112103821,-0.567221033
-1.104291261,-0.564940851
-1.100385364,-0.563799447
-1.091272601,-0.561132767
-1.086716743,-0.55979764
-1.081170507,-0.558170524
-1.071099311,-0.555211019
-1.063292138,-0.552912458
-1.055485997,-0.550610399
-1.049632068,-0.548881558
-1.053702667,-0.55008735
-1.05210686,-0.549610908
-1.046685418,-0.547998276
